name,release_date,developer,publisher,platforms,required_age,categories,genres
Arma Tactics,2013-10-01,Bohemia Interactive,Bohemia Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy
Iron Sky: Invasion,2012-12-13,Reality Pump,Topware Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Action;Simulation;Strategy
Legacy of Kain: Soul Reaver,2012-12-06,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure
Legacy of Kain: Soul Reaver 2,2012-12-06,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure
Tomb Raider I,2012-11-28,Core Design,Square Enix,windows,12,Single-player,Action;Adventure
Tomb Raider IV: The Last Revelation,2012-11-28,Core Design,Square Enix,windows,12,Single-player,Action;Adventure
Tomb Raider V: Chronicles,2012-11-28,Core Design,Square Enix,windows,12,Single-player,Action;Adventure
Tomb Raider VI: The Angel of Darkness,2012-11-28,Core Design,Square Enix,windows,12,Single-player,Action
Brothers - A Tale of Two Sons,2013-09-03,Starbreeze Studios AB,505 Games,windows,0,Single-player;Full controller support,Action;Adventure;Indie
Shadow Warrior Classic Redux,2013-07-08,General Arcade,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Includes level editor,Action
Brutal Legend,2013-02-26,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Strategy
Full Mojo Rampage,2014-05-08,Over the Top Games,Over The Top Games,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG
Tomb Raider II,2012-11-28,Core Design,Square Enix,windows,12,Single-player,Action;Adventure
Tomb Raider III,2012-11-28,Core Design,Square Enix,windows,12,Single-player,Action;Adventure
DARK,2013-07-03,Realmforge Studios,Kalypso Media Digital,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG
Cities in Motion 2,2013-04-02,Colossal Order Ltd.,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Simulation;Strategy
Just Cause™ 3,2015-11-30,Avalanche Studios,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure
Blade Symphony,2014-05-07,Puny Human,Puny Human,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Partial Controller Support;Steam Cloud;Stats;Includes level editor;Includes Source SDK,Action;Indie
Sacred 2 Gold,2012-12-21,Ascaron,Deep Silver,windows,0,Single-player,RPG
Sven Co-op,2016-01-22,Sven Co-op Team,Sven Co-op Team,windows,18,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support;Steam Cloud,Action;Casual;Free to Play;Indie
PixelJunk™ Nom Nom Galaxy,2015-08-03,Q-Games Ltd.,Q-Games Ltd.,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Strategy
Weird Worlds: Return to Infinite Space,2013-03-19,Digital Eel,Digital Eel,windows;mac;linux,0,Single-player,Adventure;Casual;Indie;Strategy
Escape Dead Island,2014-11-20,Fatshark,Deep Silver,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure
F1 2014,2014-10-16,Codemasters,Codemasters,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing;Sports
Desktop Dungeons,2013-11-07,QCF Design,QCF Design,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;RPG;Strategy
LOST PLANET® 3,2013-08-26,Spark Unlimited,Capcom,windows,0,Single-player;Multi-player;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action
Monster Loves You!,2013-03-18,"Radial Games Corp;Dejobaan Games, LLC",Radial Games Corp,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Casual;Indie;RPG;Simulation
MUD Motocross World Championship,2013-03-15,Milestone S.r.l.,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Sports
Nancy Drew®: Ghost of Thornton Hall,2013-05-14,"HeR Interactive, Inc.",HeR Interactive,windows;mac,0,Single-player,Adventure
Age of Wonders III,2014-03-31,Triumph Studios,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,RPG;Strategy
Galactic Civilizations III,2015-05-14,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Stats,Indie;Strategy
Ironclad Tactics,2013-09-18,Zachtronics,Zachtronics,windows;mac;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy
Primordia,2012-12-05,Wormwood Studios,Wadjet Eye Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie
Hegemony Rome: The Rise of Caesar,2014-05-15,Longbow Games,Kasedo Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Indie;RPG;Simulation;Strategy
Papo & Yo,2013-04-18,Minority Media Inc.,Minority Media,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie
Sniper Elite: Nazi Zombie Army,2013-02-28,Rebellion,Rebellion,windows,0,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action
Kinetic Void,2014-11-21,Badland Studio,Badland Studio,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop,Action;Indie;Simulation
Waking Mars,2012-12-13,Tiger Style,Tiger Style,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie
Sang-Froid - Tales of Werewolves,2013-04-05,Artifice Studio,Artifice Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG;Strategy
Euro Truck Simulator 2,2012-10-12,SCS Software,SCS Software,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Indie;Simulation
Dragon's Lair,2013-05-17,Digital Leisure Inc.,Digital Leisure Inc.,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual
Scourge: Outbreak,2014-04-02,Tragnarion Studios,Bitbox S.L.,windows;mac,16,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
"10,000,000",2013-01-15,EightyEightGames,EightyEightGames,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Casual;Indie;RPG
Castle of Illusion,2013-09-04,SEGA Studios Australia;Feral Interactive (Mac),SEGA;Feral Interactive (Mac),windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual
March of the Eagles,2013-02-18,Paradox Development Studio,Paradox Interactive,windows,0,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy
Serious Sam Classics: Revolution,2014-04-30,Croteam;Alligator Pit,Devolver Digital,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Early Access
Retrovirus,2013-01-31,Cadenza Interactive,Cadenza Interactive,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,Action;Indie
Castle Story,2017-08-17,Sauropod Studio,Sauropod Studio,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Workshop;Includes level editor,Indie;Strategy
Battleship,2013-06-10,"Sperasoft, Inc.",PopCap,windows,0,Single-player,Strategy;Casual
Risk,2013-06-10,"Sperasoft, Inc.",PopCap,windows,0,Single-player,Strategy;Casual
Heroes & Generals,2016-10-18,RETO MOTO,RETO MOTO,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases,Action;Free to Play;Indie;Massively Multiplayer
Company of Heroes,2006-09-11,Relic Entertainment,SEGA,windows,0,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy
Fallen Enchantress: Legendary Heroes,2013-05-22,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy
Baldur's Gate: Enhanced Edition,2013-01-16,Beamdog,Beamdog,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,RPG;Strategy
Remember Me,2013-06-06,DONTNOD Entertainment,Capcom,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure
A Valley Without Wind 2,2013-02-18,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support,Action;Adventure;Indie;Strategy
Full Throttle Remastered,2017-04-18,Double Fine Productions;Shiny Shoe,Double Fine Productions,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure
Wreckfest,2018-06-14,Bugbear,THQ Nordic,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie;Racing;Simulation;Sports
Cubemen 2,2013-04-08,3 Sprockets,3 Sprockets,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Indie;Strategy
TrackMania² Canyon,2013-02-27,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Racing;Sports
Skulls of the Shogun,2013-07-29,17-BIT,17-BIT,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards;Commentary available,Indie;Strategy
Dungeons & Dragons: Chronicles of Mystara,2013-06-18,Iron Galaxy Studios,Capcom,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;RPG
Dungeon Hearts,2013-03-28,Cube Roots,Devolver Digital,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Leaderboards,Casual;Indie;Strategy
Hacker Evolution IMMERSION,2016-07-29,exosyphen studios,exosyphen studios,windows;mac;linux,0,Single-player;Includes level editor,Action;Indie;Simulation;Early Access
Dream,2015-07-31,HyperSloth,HyperSloth,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie
Bientôt l'été,2013-02-06,Tale of Tales,Tale of Tales,windows;mac,0,Single-player;Multi-player,Casual;Indie;Simulation
A Fistful of Gun,2015-09-23,FarmerGnome,Devolver Digital,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie
Joe Danger,2013-06-24,Hello Games,Hello Games,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Casual;Indie;Racing
Armada 2526 Gold Edition,2013-02-28,Ntronium Games,Iceberg Interactive,windows,0,Single-player;Multi-player,Indie;Strategy
The Age of Decadence,2015-10-14,Iron Tower Studio,Iron Tower Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG
Incredipede,2013-03-18,Colin Northway with art by Thomas Shahan,Northway Games,windows;mac,0,Single-player,Adventure;Indie;Simulation
War for the Overworld,2015-04-02,Brightrock Games,Brightrock Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Indie;Simulation;Strategy
N++ (NPLUSPLUS),2016-08-25,Metanet Software Inc.,Metanet Software Inc.,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action
Universe Sandbox ²,2015-08-24,Giant Army,Giant Army,windows;mac;linux,0,Single-player;Partial Controller Support,Casual;Indie;Simulation;Early Access
Akaneiro: Demon Hunters,2014-11-25,Spicy Horse,Spicy Horse,windows;mac;linux,0,Single-player;Steam Trading Cards,Action;Free to Play;Indie;RPG
Warframe,2013-03-25,Digital Extremes,Digital Extremes,windows,16,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Free to Play
Lords of Football,2013-04-05,Geniaware Srl,Fish Eagle,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Sports;Strategy
La-Mulana,2013-04-15,NIGORO,AGM PLAYISM,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie
The Night of the Rabbit,2013-05-28,Daedalic Entertainment,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie
Daylight,2014-04-29,Zombie Studios,Zombie Studios,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Action;Adventure;Casual;Indie
Starseed Pilgrim,2013-04-16,Droqen,Droqen's Games,windows;mac,0,Single-player,Adventure;Indie
Storm,2013-06-27,Eko Software,Eko Software,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;Simulation
Beatbuddy: Tale of the Guardians,2013-08-06,Threaks,Threaks,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie
Cities XL Platinum,2013-02-06,Focus Home Interactive,Focus Home Interactive,windows,0,Single-player;Steam Cloud,Simulation
The Swapper,2013-05-30,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie
Kentucky Route Zero,2013-02-22,Cardboard Computer,Cardboard Computer,windows;mac;linux,0,Single-player;Full controller support,Adventure;Indie
MirrorMoon EP,2013-09-04,Santa Ragione,Santa Ragione,windows;mac;linux,0,Single-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie
Deadfall Adventures,2013-11-15,The Farm 51,THQ Nordic,windows;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure
Company of Heroes 2,2013-06-25,Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats,Strategy
Knights of Pen and Paper +1 Edition,2013-06-18,Behold Studios,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG
Euro Truck Simulator,2013-03-08,SCS Software,SCS Software,windows;mac,0,Single-player;Partial Controller Support,Indie;Simulation
Eador. Masters of the Broken World,2013-04-19,Snowbird Games,Snowbird Games,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy
Killing Floor 2,2016-11-18,Tripwire Interactive,Tripwire Interactive,windows,18,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Includes level editor,Action
Gone Home,2013-08-15,Fullbright,Fullbright,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Commentary available,Adventure;Indie
Mars: War Logs,2013-04-26,Spiders,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG
POSTAL,2013-03-21,Running With Scissors,Running With Scissors,windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie
Broken Age,2014-01-28,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie
