name,release_date,developer,publisher,platforms,required_age,categories,genres
Conflict Desert Storm™,2012-05-28,Pivotal Games,Square Enix,windows,0,Single-player,Action
Starbound,2016-07-22,Chucklefish,Chucklefish,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Adventure;Casual;Indie;RPG
Conquest of Elysium 3,2012-10-24,Illwinter Game Design,Illwinter Game Design,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer,Indie;Strategy
Test Drive: Ferrari Racing Legends,2012-12-10,Slightly Mad Studios,Evolved Games,windows,3,Single-player;Multi-player,Racing
Galaxy on Fire 2™ Full HD,2012-08-21,Fishlabs Entertainment GmbH,bitComposer Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;Simulation;Strategy
Kung Fu Strike - The Warrior's Rise,2012-07-24,Qooc Software,Qooc Software,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie
Resonance,2012-07-25,XII Games,Wadjet Eye Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie
Sugar Cube: Bittersweet Factory,2012-11-07,Turtle Cream,Turtle Cream,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie
Vindictus,2012-06-22,devCAT,NEXON Korea Corp. & NEXON America Inc.,windows,0,Single-player;Multi-player;MMO;Co-op;Partial Controller Support,Action;Adventure;Free to Play;Massively Multiplayer;RPG
Tom Clancy's Ghost Recon: Future Soldier™,2012-06-27,Ubisoft Paris;Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Action
FTL: Faster Than Light,2012-09-14,Subset Games,Subset Games,windows;mac;linux,0,Single-player;Steam Trading Cards,Indie;Simulation;Strategy
Party of Sin,2012-12-13,Crankshaft Games,Crankshaft Games,windows,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie
New Star Soccer 5,2012-09-27,New Star Games,New Star Games,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie;Simulation;Sports
Super Crate Box,2012-08-29,Vlambeer,Vlambeer,windows;mac;linux,0,Single-player,Action;Free to Play;Indie
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,Zeboyd Games,"Penny Arcade, Inc.",windows;mac,0,Single-player;Full controller support;Steam Cloud,Indie;RPG
LEGO® Batman™ 2: DC Super Heroes,2012-06-22,TT Games,Warner Bros. Interactive Entertainment ,windows,0,Single-player;Shared/Split Screen;Full controller support,Action;Adventure
MDK2 HD,2012-07-30,Overhaul Games,Interplay Inc.,windows,0,Single-player,Action
Sonic Adventure 2,2012-11-19,SEGA,SEGA,windows,0,Single-player;Multi-player;Partial Controller Support,Action
Dwarfs - F2P,2012-10-18,Power of 2,Tripwire Interactive,windows;mac,0,Single-player,Casual;Free to Play;Indie;Strategy
South Park™: The Stick of Truth™,2014-03-06,Obsidian Entertainment,Ubisoft,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG
Magic 2014 — Duels of the Planeswalkers,2013-06-26,Stainless Games,Wizards of the Coast LLC,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Strategy
Rigonauts,2012-08-07,"Engient, Inc",Engient,windows,0,Single-player;Steam Achievements,Strategy;Indie;Casual;Simulation
Aerofly FS 1 Flight Simulator,2012-10-17,IPACS,IPACS,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Simulation
Galactic Civilizations® I: Ultimate Edition,2012-08-14,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player,Strategy
Divine Divinity,2012-07-05,Larian Studios,Larian Studios,windows,0,Single-player,RPG
I Am Alive,2012-09-06,Ubisoft  Shanghaï,Ubisoft,windows,18,Single-player;Partial Controller Support,Action;Adventure
Deponia,2012-08-06,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie
Tower Wars,2012-08-14,SuperVillain Studios,SuperVillain Studios,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Action;Indie;Strategy
Alien: Isolation,2014-10-06,Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action
Eets Munchies,2014-03-11,Klei Entertainment,Klei Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Casual;Indie;Simulation;Strategy
ETHER VAPOR Remaster,2012-09-27,Edelweiss,Nyu Media,windows,0,Single-player;Steam Trading Cards,Action
Fairy Bloom Freesia,2012-10-17,Edelweiss,Nyu Media,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie
Cherry Tree High Comedy Club,2012-11-08,773,Nyu Media,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie
Call of Duty: Black Ops - Mac Edition,2012-09-27,Aspyr,Aspyr ,mac,18,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Valve Anti-Cheat enabled,Action
Thirty Flights of Loving,2012-08-20,Blendo Games,Blendo Games,windows;mac,0,Single-player;Commentary available,Adventure;Casual;Indie
Space Rangers HD: A War Apart,2013-10-17,SNK Games;Elemental Games;Katauri Interactive,1C Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;RPG;Simulation;Strategy
Guacamelee! Gold Edition,2013-08-08,DrinkBox Studios,DrinkBox Studios,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie
The Basement Collection,2012-08-31,Edmund McMillen;Tyler Glaiel,Edmund McMillen,windows;mac,0,Single-player,Adventure;Indie;Strategy
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012-09-27,Opus,Marvelous,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;RPG
Painkiller Hell & Damnation,2012-10-31,The Farm 51,THQ Nordic,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Action
Air Conflicts: Pacific Carriers,2012-09-21,Games Farm;3Division,Games Farm,windows;mac,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action;Simulation
Total War™: ROME II - Emperor Edition,2013-09-02,CREATIVE ASSEMBLY,SEGA,windows;mac,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Strategy
Intrusion 2,2012-09-11,Aleksey Abramenko,Aleksey Abramenko,windows;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie
The Book of Unwritten Tales,2012-07-31,KING Art,THQ Nordic,windows;mac;linux,0,Single-player,Adventure
Secret World Legends,2017-07-31,Funcom,Funcom,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards,Action;Adventure;Free to Play;Massively Multiplayer;RPG
Damage Inc. Pacific Squadron WWII,2012-08-28,Trickstar Games,Mad Catz,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Simulation
Primal Carnage,2012-10-29,Lukewarm Media,Reverb Triple XP;Circle 5,windows,0,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled,Action;Indie
Rocketbirds: Hardboiled Chicken,2012-10-15,Ratloop Asia,Reverb Publishing,windows;mac;linux,0,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie
The Incredible Adventures of Van Helsing,2013-05-22,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG
Zombie Playground™,2016-10-31,stealth.gg,stealth.gg,windows;mac,0,Single-player;Online Multi-Player;Online Co-op;Full controller support,Violent;Gore;Action;Adventure;Indie;RPG
Demonicon,2013-10-24,Noumena Studios,Kalypso Media Digital,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG
Home,2012-08-31,Benjamin Rivers Inc.,Benjamin Rivers Inc.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie
Zeno Clash 2,2013-04-30,ACE Team,SEGA,windows,0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
 Fieldrunners 2,2013-01-10,Subatomic Studios LLC,Subatomic Studios LLC,windows,0,Single-player,Action;Strategy;Casual
Shad'O,2012-09-04,Okugi Studio,Okugi Sudio,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy
Dream Pinball 3D,2012-09-19,ASK Homework,Topware Interactive ACE,windows;mac,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Trading Cards;Steam Cloud,Casual;Simulation
Closers,2018-02-06,Naddic Games,En Masse Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Free to Play;Massively Multiplayer;RPG
Jagged Alliance 2 - Wildfire,2012-11-16,I-deal Games,Topware Interactive,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Cloud,RPG;Strategy
Go Home Dinosaurs!,2013-03-14,Fire Hose Games,Fire hose Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy
Tiny Troopers,2012-08-24,Kukouri,Iceberg Interactive,windows;mac,0,Single-player,Action;Indie;Strategy
Gemini Wars,2012-11-02,Camel101 LLC,Camel101 LLC,windows;mac,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,Indie;Strategy
MapleStory,2012-08-09,Nexon,Nexon America Inc.,windows,0,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards,Casual;Free to Play;Massively Multiplayer;RPG
Secret Files 3,2012-09-13,Animation Arts,Deep Silver,windows,0,Single-player,Adventure
Don Bradman Cricket 14,2014-06-25,Big Ant Studios,Big Ant Studios,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Simulation;Sports
Great Big War Game,2012-08-28,Rubicon Development,Rubicon Development,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer,Indie;Strategy
Blood Bowl: Chaos Edition,2012-10-11,Cyanide Studios,Focus Home Interactive,windows,0,Single-player;Multi-player,Sports;Strategy
Of Orcs And Men,2012-10-11,Cyanide Studio - Spiders Studios,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;RPG
Waves 2,2015-12-16,Squid In A Box Ltd,Squid In A Box Ltd,windows,0,Single-player;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Early Access
Rise of the Triad,2013-07-31,Slipgate Ironworks™,Apogee Software,windows,18,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Action
Worms Armageddon,2013-03-19,Team17 Digital Ltd,Team17 Digital Ltd,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen,Strategy
Karateka,2012-12-03,Liquid Entertainment,DotEmu,windows,0,Single-player,Action;Indie
Din's Curse,2012-08-22,Soldak Entertainment,Soldak Entertainment,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Action;Indie;RPG
Anna - Extended Edition,2013-04-12,Dreampainters,Kalypso Media Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie
Dogfight 1942,2012-09-21,City Interactive,CI Games,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Simulation
Alien Rage - Unlimited,2013-09-24,CI Games,CI Games,windows,0,Single-player;Multi-player;Steam Achievements;Steam Leaderboards,Action
Nethergate: Resurrection,2012-10-05,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie
Democracy 2,2012-10-11,Positech Games,Positech Games,windows;mac,0,Single-player,Indie;Simulation;Strategy
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,2013-02-26,Gaijin Games,Gaijin Games,windows;mac;linux,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie
Unity of Command: Stalingrad Campaign,2012-10-17,2x2 Games,2x2 Games,windows;mac;linux,0,Single-player;Multi-player,Indie;Strategy
Defender's Quest: Valley of the Forgotten (DX edition),2012-10-30,"Level Up Labs, LLC",Level Up Labs,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Indie;RPG;Strategy
Planets Under Attack,2012-09-27,Targem Games,Topware Interactive,windows;mac,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy
PAYDAY 2,2013-08-13,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,windows;linux,18,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Action;RPG
Lucius,2012-10-26,Shiver Games,Shiver Games,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Violent;Gore;Action;Adventure;Indie
iBomber Attack,2012-11-01,Cobra Mobile,Cobra Mobile,windows;mac;linux,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Indie
Scribblenauts Unlimited,2013-02-15,5th Cell Media,Warner Bros. Interactive Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Casual;Strategy
Angelica Weaver: Catch Me When You Can,2013-01-07,MumboJumbo,MumboJumbo,windows,0,Single-player,Adventure;Casual
Pid,2012-10-31,Might and Delight,Might and Delight,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Adventure;Indie
Mercenary Kings: Reloaded Edition,2014-03-25,Tribute Games Inc.,Tribute Games Inc.,windows;mac;linux,16,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
Miner Wars Arena,2012-08-28,Keen Software House,Keen Software House,windows;mac,0,Single-player,Action;Indie
Hotline Miami,2012-10-23,Dennaton Games,Devolver Digital,windows;mac;linux,18,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie
Ultratron,2013-03-18,Puppygames,Puppygames,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
Droid Assault,2013-01-09,Puppygames,Puppygames,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
Proteus,2013-01-30,Ed Key and David Kanaga,Twisted Tree,windows;mac;linux,0,Single-player;Full controller support,Adventure;Casual;Indie
Beyond Divinity,2012-10-29,Larian Studios,Larian Studios,windows,0,Single-player,RPG
Divinity II: Developer's Cut,2012-10-29,Larian Studios,Larian Studios;Focus Home Interactive,windows,0,Single-player,RPG
King Arthur's Gold,2013-11-05,Transhuman Design,Transhuman Design,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Free to Play;Indie
Antichamber,2013-01-31,Alexander Bruce,Demruth,windows;mac;linux,0,Single-player;Steam Trading Cards,Adventure;Indie
Edna & Harvey: Harvey's New Eyes,2012-10-16,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie
NiGHTS Into Dreams,2012-12-17,SEGA,SEGA,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure
Grim Dawn,2016-02-25,Crate Entertainment,Crate Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
The Journey Down: Chapter One,2013-01-09,SkyGoblin,SkyGoblin,windows;mac;linux,0,Single-player;Steam Trading Cards,Adventure;Indie
Trials Evolution: Gold Edition,2013-03-21,Redlynx Ltd;Ubisoft  Shanghaï,Ubisoft,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Racing
Kerbal Space Program,2015-04-27,Squad,Private Division ,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,Indie;Simulation
Far Cry 3,2012-11-28,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure
Farming Simulator 2013 Titanium Edition,2013-10-09,Giants Software,Giants Software,windows;mac,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual;Simulation
Nancy Drew®: The Deadly Device,2012-10-23,"HeR Interactive, Inc.",HeR Interactive,windows;mac,0,Single-player,Adventure
DmC: Devil May Cry,2013-01-24,Ninja Theory,Capcom,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure
Cargo Commander,2012-11-01,Serious Brew,Missing Link Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie
StarDrive,2013-04-26,Zero Sum Games,Iceberg Interactive,windows,0,Single-player;Steam Trading Cards,Indie;Strategy
Chaos on Deponia,2012-11-06,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie
Zombie Driver HD,2012-10-17,Exor Studios,Exor Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Violent;Gore;Action;Indie;Racing
McPixel,2012-09-25,Sos Sosowski,Sos Sosowski,windows;mac,0,Single-player;Steam Trading Cards;Steam Cloud;Includes level editor,Action;Adventure;Indie
Jack Lumber,2013-04-30,Owlchemy Labs,Owlchemy Labs,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie;Strategy
Towns,2012-11-07,"Xavi Canal, Ben Palgi",SMP,windows;mac,0,Single-player,Indie;RPG;Simulation;Strategy
Resident Evil 6 / Biohazard 6,2013-03-21,Capcom,Capcom,windows,18,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Adventure
DayZ,2018-12-13,Bohemia Interactive,Bohemia Interactive,windows,18,Multi-player;Online Multi-Player;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled,Action;Adventure;Massively Multiplayer
Eufloria HD,2014-10-14,Rudolf Kremers & Alex May;Tuna,Omni Systems,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Strategy
Little Inferno,2012-11-19,Tomorrow Corporation,Tomorrow Corporation,windows;mac;linux,0,Single-player,Adventure;Casual;Indie
Age of Empires II HD,2013-04-09,Skybox Labs;Hidden Path Entertainment;Ensemble Studios;Forgotten Empires,Microsoft Studios,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Strategy
DG2: Defense Grid 2,2014-09-23,Hidden Path Entertainment,505 Games,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Indie;Strategy
Super Hexagon,2012-11-27,Terry Cavanagh,Terry Cavanagh,windows;mac;linux,0,Single-player;Full controller support,Action;Indie
Rocksmith® 2014 Edition - Remastered,2016-10-04,Ubisoft - San Francisco,Ubisoft,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Simulation
The Cave,2013-01-23,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Adventure
The Book of Unwritten Tales: The Critter Chronicles,2012-12-05,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie
The Stanley Parable,2013-10-17,Galactic Cafe,Galactic Cafe,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,Adventure;Indie
Puddle,2012-11-09,Neko Entertainment,Neko Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie;Simulation
Mushroom Men: Truffle Trouble,2015-03-10,Red Fly Studio,Red Fly Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,2014-12-16,SNK CORPORATION;Code Mystics,SNK CORPORATION,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,2015-02-27,SNK CORPORATION;Code Mystics,SNK CORPORATION,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action
Resident Evil Revelations / Biohazard Revelations,2013-05-23,Capcom,Capcom,windows,16,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled,Action;Adventure
Rail Adventures - VR Tech Demo,2016-08-25,exosyphen studios,exosyphen studios,windows,0,Single-player;Partial Controller Support,Action;Free to Play;Indie;Racing
Aarklash: Legacy,2013-09-12,Cyanide Studio,Bigben Interactive,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Strategy
Reus,2013-05-16,Abbey Games,Abbey Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy
Wargame: Airland Battle,2013-05-29,Eugen Systems,Eugen Systems,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Strategy
THE KING OF FIGHTERS XIII STEAM EDITION,2013-09-13,SNK CORPORATION,SNK CORPORATION,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action
Dead Pixels,2012-12-07,CSR-Studios,CSR-Studios,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie;RPG
7 Wonders: Ancient Alien Makeover,2012-10-24,MumboJumbo,MumboJumbo,windows,0,Single-player,Strategy;Casual
Homefront®: The Revolution,2016-05-19,Dambuster Studios,Deep Silver,windows,18,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Stats,Violent;Action;Adventure
Giana Sisters: Twisted Dreams,2012-10-22,Black Forest Games,HandyGames;Black Forest Games,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
Sea Dogs: To Each His Own - Pirate Open World RPG,2012-12-01,BlackMark Studio,Akella,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG
Miner Wars 2081,2012-11-28,Keen Software House,Keen Software House,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Captions available;Partial Controller Support;Stats,Action;Adventure;Indie;RPG;Simulation
Dyad,2013-04-24,][ Games Inc,Shawn McGrath,windows,0,Single-player;Full controller support,Action;Indie;Racing
POSTAL 2,2012-11-02,Running With Scissors,Running With Scissors,windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie
Blockscape,2014-07-03,ioneo,ioneo,windows,0,Single-player;Multi-player,Casual;Indie;RPG;Simulation;Strategy;Early Access
Miasmata,2012-11-28,IonFx,IonFX Studios,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie
Cry of Fear,2013-04-25,Team Psykskallar,Team Psykskallar,windows,0,Single-player;Co-op;Steam Cloud;Valve Anti-Cheat enabled,Action;Adventure;Indie
Fly'N,2012-11-09,Ankama Games,Ankama Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie
DCS World Steam Edition,2013-08-02,Eagle Dynamics SA,The Fighter Collection,windows,0,Single-player;Multi-player;Captions available;VR Support;Partial Controller Support;Includes level editor,Free to Play;Simulation
Ys I & II Chronicles+,2013-02-14,Nihon Falcom,XSEED Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG
Xenonauts,2014-06-16,Goldhawk Interactive,Goldhawk Interactive,windows;mac;linux,0,Single-player;Steam Trading Cards,Indie;Simulation;Strategy
Project Eagle: A 3D Interactive Mars Base,2018-11-27,Blackbird Interactive,Blackbird Interactive,windows,0,Single-player;Steam Achievements,Free to Play;Simulation
LocoCycle,2014-02-14,Twisted Pixel Games,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Racing
Legacy of Kain: Defiance,2012-12-06,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure
Contrast,2013-11-15,Compulsion Games,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie
Octodad: Dadliest Catch,2014-01-30,Young Horses,Young Horses,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie
Gnomoria,2016-02-23,Robotronic Games,Robotronic Games,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Workshop,Indie;Simulation;Strategy
The Game of Life,2013-06-10,Virtuos,PopCap,windows,0,Single-player,Strategy;Casual
Clockwork Empires,2016-10-26,"Gaslamp Games, Inc.","Gaslamp Games, Inc.",windows;mac,0,Single-player;Steam Achievements,Indie;Simulation;Strategy
Super House of Dead Ninjas,2013-02-18,Megadev,Adult Swim Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Indie
